Time,Knee Angle,Thigh Roll,Thigh Pitch,Calf Roll,Calf Pitch
405.46,-1.74,-20.41,-4.05,-1.05,-2.31
405.46,-1.73,-20.41,-4.05,-1.07,-2.32
405.46,-1.72,-20.41,-4.05,-1.09,-2.32
405.46,-1.71,-20.41,-4.05,-1.12,-2.33
405.46,-1.70,-20.41,-4.05,-1.14,-2.34
405.46,-1.69,-20.41,-4.05,-1.16,-2.36
405.46,-1.68,-20.41,-4.05,-1.18,-2.36
405.46,-1.67,-20.41,-4.05,-1.20,-2.37
405.46,-1.67,-20.41,-4.05,-1.22,-2.38
405.46,-1.66,-20.41,-4.05,-1.23,-2.39
405.46,-1.66,-20.41,-4.05,-1.24,-2.39
405.46,-1.65,-20.41,-4.05,-1.26,-2.39
405.46,-1.65,-20.41,-4.05,-1.26,-2.39
405.46,-1.66,-20.41,-4.05,-1.27,-2.39
405.46,-1.66,-20.41,-4.05,-1.28,-2.38
405.46,-1.67,-20.41,-4.05,-1.28,-2.38
405.46,-1.67,-20.41,-4.05,-1.29,-2.38
405.46,-1.67,-20.41,-4.05,-1.29,-2.37
405.46,-1.68,-20.41,-4.05,-1.29,-2.36
405.46,-1.69,-20.41,-4.05,-1.29,-2.35
405.46,-1.71,-20.41,-4.05,-1.28,-2.34
405.46,-1.73,-20.41,-4.05,-1.27,-2.32
405.46,-1.75,-20.41,-4.05,-1.26,-2.30
405.46,-1.77,-20.41,-4.05,-1.25,-2.27
405.46,-1.80,-20.41,-4.05,-1.23,-2.24
405.46,-1.83,-20.41,-4.05,-1.22,-2.22
405.46,-1.85,-20.41,-4.05,-1.22,-2.19
405.46,-1.88,-20.41,-4.05,-1.21,-2.17
405.46,-1.90,-20.41,-4.05,-1.20,-2.15
405.46,-1.91,-20.41,-4.05,-1.20,-2.14
405.46,-1.92,-20.41,-4.05,-1.20,-2.13
405.46,-1.93,-20.41,-4.05,-1.20,-2.12
405.46,-1.93,-20.41,-4.05,-1.20,-2.11
405.46,-1.94,-20.41,-4.05,-1.21,-2.11
405.46,-1.93,-20.41,-4.05,-1.22,-2.11
405.46,-1.93,-20.41,-4.05,-1.23,-2.12
405.46,-1.92,-20.41,-4.05,-1.24,-2.12
405.46,-1.92,-20.41,-4.05,-1.25,-2.12
405.46,-1.92,-20.41,-4.05,-1.25,-2.12
405.46,-1.93,-20.41,-4.05,-1.25,-2.12
405.46,-1.94,-20.41,-4.05,-1.25,-2.11
405.46,-1.95,-20.41,-4.05,-1.25,-2.09
405.46,-1.97,-20.41,-4.05,-1.25,-2.08
405.46,-1.98,-20.41,-4.05,-1.24,-2.06
405.46,-2.00,-20.41,-4.05,-1.24,-2.05
405.46,-2.01,-20.41,-4.05,-1.23,-2.04
405.46,-2.02,-20.41,-4.05,-1.23,-2.03
405.46,-2.03,-20.41,-4.05,-1.22,-2.02
405.46,-2.04,-20.41,-4.05,-1.21,-2.01
405.46,-2.05,-20.41,-4.05,-1.20,-2.00
405.46,-2.06,-20.41,-4.05,-1.19,-1.99
405.46,-2.07,-20.41,-4.05,-1.18,-1.98
405.46,-2.08,-20.41,-4.05,-1.18,-1.97
405.46,-2.09,-20.41,-4.05,-1.17,-1.96
405.46,-2.10,-20.41,-4.05,-1.17,-1.95
405.46,-2.11,-20.41,-4.05,-1.17,-1.94
405.46,-2.12,-20.41,-4.05,-1.17,-1.93
405.46,-2.12,-20.41,-4.05,-1.17,-1.92
405.46,-2.12,-20.41,-4.05,-1.17,-1.92
405.46,-2.12,-20.41,-4.05,-1.17,-1.92
405.46,-2.12,-20.41,-4.05,-1.18,-1.92
405.46,-2.13,-20.41,-4.05,-1.18,-1.91
405.46,-2.14,-20.41,-4.05,-1.17,-1.91
405.46,-2.14,-20.41,-4.05,-1.16,-1.90
405.46,-2.15,-20.41,-4.05,-1.16,-1.89
405.46,-2.16,-20.41,-4.05,-1.16,-1.88
405.46,-2.17,-20.41,-4.05,-1.16,-1.87
405.46,-2.18,-20.41,-4.05,-1.16,-1.86
405.46,-2.19,-20.41,-4.05,-1.16,-1.86
405.46,-2.19,-20.41,-4.05,-1.16,-1.86
405.46,-2.19,-20.41,-4.05,-1.16,-1.85
405.46,-2.20,-20.41,-4.05,-1.16,-1.84
405.46,-2.22,-20.41,-4.05,-1.16,-1.83
405.46,-2.24,-20.41,-4.05,-1.15,-1.81
405.46,-2.25,-20.41,-4.05,-1.15,-1.79
405.46,-2.27,-20.41,-4.05,-1.15,-1.78
405.46,-2.28,-20.41,-4.05,-1.15,-1.76
405.46,-2.30,-20.41,-4.05,-1.15,-1.75
405.46,-2.31,-20.41,-4.05,-1.15,-1.73
405.46,-2.32,-20.41,-4.05,-1.15,-1.72
405.46,-2.32,-20.41,-4.05,-1.15,-1.72
405.46,-2.31,-20.41,-4.05,-1.16,-1.73
405.46,-2.30,-20.41,-4.05,-1.17,-1.75
405.46,-2.28,-20.41,-4.05,-1.19,-1.76
405.46,-2.27,-20.41,-4.05,-1.20,-1.78
405.46,-2.27,-20.41,-4.05,-1.21,-1.78
405.46,-2.28,-20.41,-4.05,-1.22,-1.77
405.46,-2.29,-20.41,-4.05,-1.22,-1.76
405.46,-2.31,-20.41,-4.05,-1.21,-1.73
405.46,-2.33,-20.41,-4.05,-1.20,-1.71
405.46,-2.35,-20.41,-4.05,-1.19,-1.69
405.46,-2.37,-20.41,-4.05,-1.19,-1.67
405.46,-2.39,-20.41,-4.05,-1.19,-1.66
405.46,-2.40,-20.41,-4.05,-1.20,-1.65
405.46,-2.41,-20.41,-4.05,-1.21,-1.64
405.46,-2.41,-20.41,-4.05,-1.22,-1.63
405.46,-2.41,-20.41,-4.05,-1.24,-1.64
405.46,-2.40,-20.41,-4.05,-1.25,-1.65
405.46,-2.39,-20.41,-4.05,-1.25,-1.65
405.46,-2.39,-20.41,-4.05,-1.26,-1.65
405.46,-2.40,-20.41,-4.05,-1.26,-1.65
405.46,-2.41,-20.41,-4.05,-1.26,-1.64
405.46,-2.42,-20.41,-4.05,-1.26,-1.62
405.46,-2.44,-20.41,-4.05,-1.26,-1.61
405.46,-2.46,-20.41,-4.05,-1.26,-1.59
405.46,-2.48,-20.41,-4.05,-1.27,-1.57
405.46,-2.50,-20.41,-4.05,-1.28,-1.55
405.46,-2.52,-20.41,-4.05,-1.29,-1.53
405.46,-2.54,-20.41,-4.05,-1.30,-1.51
405.46,-2.55,-20.41,-4.05,-1.30,-1.49
405.46,-2.56,-20.41,-4.05,-1.30,-1.49
405.46,-2.54,-20.41,-4.05,-1.30,-1.50
405.46,-2.53,-20.41,-4.05,-1.31,-1.52
405.46,-2.50,-20.41,-4.05,-1.31,-1.55
405.46,-2.46,-20.41,-4.05,-1.32,-1.58
405.46,-2.43,-20.41,-4.05,-1.33,-1.62
405.46,-2.40,-20.41,-4.05,-1.35,-1.64
405.46,-2.39,-20.41,-4.05,-1.37,-1.66
405.46,-2.37,-20.41,-4.05,-1.39,-1.68
405.46,-2.36,-20.41,-4.05,-1.42,-1.69
405.46,-2.35,-20.41,-4.05,-1.44,-1.70
405.46,-2.35,-20.41,-4.05,-1.47,-1.70
405.46,-2.36,-20.41,-4.05,-1.49,-1.69
405.46,-2.37,-20.41,-4.05,-1.51,-1.68
405.46,-2.38,-20.41,-4.05,-1.52,-1.67
405.46,-2.38,-20.41,-4.05,-1.53,-1.66
405.46,-2.39,-20.41,-4.05,-1.54,-1.66
405.46,-2.39,-20.41,-4.05,-1.55,-1.66
405.46,-2.40,-20.41,-4.05,-1.56,-1.65
405.46,-2.41,-20.41,-4.05,-1.57,-1.63
405.46,-2.43,-20.41,-4.05,-1.58,-1.61
405.46,-2.44,-20.41,-4.05,-1.59,-1.60
405.46,-2.44,-20.41,-4.05,-1.60,-1.60
405.46,-2.45,-20.41,-4.05,-1.61,-1.60
405.46,-2.45,-20.41,-4.05,-1.63,-1.59
405.46,-2.45,-20.41,-4.05,-1.65,-1.60
405.46,-2.42,-20.41,-4.05,-1.67,-1.63
405.46,-2.37,-20.41,-4.05,-1.69,-1.68
405.46,-2.31,-20.41,-4.05,-1.71,-1.73
405.46,-2.26,-20.41,-4.05,-1.73,-1.79
405.46,-2.20,-20.41,-4.05,-1.74,-1.84
405.46,-2.14,-20.41,-4.05,-1.75,-1.90
405.46,-2.08,-20.41,-4.05,-1.75,-1.96
405.46,-2.03,-20.41,-4.05,-1.75,-2.02
405.46,-1.99,-20.41,-4.05,-1.76,-2.06
405.46,-1.96,-20.41,-4.05,-1.76,-2.09
405.46,-1.96,-20.41,-4.05,-1.77,-2.09
405.46,-1.99,-20.41,-4.05,-1.76,-2.05
405.46,-2.05,-20.41,-4.05,-1.75,-2.00
405.46,-2.12,-20.41,-4.05,-1.72,-1.93
405.46,-2.20,-20.41,-4.05,-1.68,-1.85
405.46,-2.27,-20.41,-4.05,-1.64,-1.77
405.46,-2.34,-20.41,-4.05,-1.61,-1.70
405.46,-2.41,-20.41,-4.05,-1.58,-1.64
405.46,-2.45,-20.41,-4.05,-1.56,-1.60
405.46,-2.47,-20.41,-4.05,-1.55,-1.57
405.46,-2.48,-20.41,-4.05,-1.55,-1.56
405.46,-2.49,-20.41,-4.05,-1.55,-1.55
405.46,-2.49,-20.41,-4.05,-1.57,-1.56
405.46,-2.47,-20.41,-4.05,-1.59,-1.58
405.46,-2.44,-20.41,-4.05,-1.60,-1.60
405.46,-2.41,-20.41,-4.05,-1.60,-1.63
405.46,-2.37,-20.41,-4.05,-1.60,-1.67
405.46,-2.33,-20.41,-4.05,-1.58,-1.72
405.46,-2.28,-20.41,-4.05,-1.57,-1.76
405.46,-2.24,-20.41,-4.05,-1.57,-1.81
405.46,-2.21,-20.41,-4.05,-1.57,-1.83
405.46,-2.22,-20.41,-4.05,-1.57,-1.83
405.46,-2.25,-20.41,-4.05,-1.55,-1.79
405.46,-2.31,-20.41,-4.05,-1.53,-1.74
405.46,-2.38,-20.41,-4.05,-1.49,-1.67
405.46,-2.45,-20.41,-4.05,-1.45,-1.60
405.46,-2.51,-20.41,-4.05,-1.41,-1.54
405.46,-2.57,-20.41,-4.05,-1.38,-1.47
405.46,-2.63,-20.41,-4.05,-1.37,-1.41
405.46,-2.69,-20.41,-4.05,-1.35,-1.36
405.46,-2.72,-20.41,-4.05,-1.35,-1.33
405.46,-2.74,-20.41,-4.05,-1.35,-1.30
405.46,-2.76,-20.41,-4.05,-1.36,-1.28
405.46,-2.78,-20.41,-4.05,-1.37,-1.27
405.46,-2.79,-20.41,-4.05,-1.39,-1.26
405.46,-2.79,-20.41,-4.05,-1.41,-1.26
405.46,-2.77,-20.41,-4.05,-1.44,-1.28
405.46,-2.72,-20.41,-4.05,-1.49,-1.32
405.46,-2.66,-20.41,-4.05,-1.54,-1.38
405.46,-2.59,-20.41,-4.05,-1.60,-1.46
405.46,-2.51,-20.41,-4.05,-1.66,-1.54
405.46,-2.44,-20.41,-4.05,-1.71,-1.61
405.46,-2.38,-20.41,-4.05,-1.75,-1.67
405.46,-2.32,-20.41,-4.05,-1.78,-1.72
405.46,-2.27,-20.41,-4.05,-1.79,-1.78
405.46,-2.22,-20.41,-4.05,-1.79,-1.83
405.46,-2.18,-20.41,-4.05,-1.78,-1.86
405.46,-2.17,-20.41,-4.05,-1.77,-1.87
405.46,-2.19,-20.41,-4.05,-1.74,-1.86
405.46,-2.23,-20.41,-4.05,-1.70,-1.82
405.46,-2.28,-20.41,-4.05,-1.65,-1.77
405.46,-2.33,-20.41,-4.05,-1.59,-1.72
405.46,-2.38,-20.41,-4.05,-1.54,-1.67
405.46,-2.41,-20.41,-4.05,-1.50,-1.63
405.46,-2.44,-20.41,-4.05,-1.46,-1.61
405.46,-2.46,-20.41,-4.05,-1.44,-1.59
405.46,-2.46,-20.41,-4.05,-1.44,-1.58
405.46,-2.46,-20.41,-4.05,-1.44,-1.58
405.46,-2.46,-20.41,-4.05,-1.44,-1.58
405.46,-2.46,-20.41,-4.05,-1.46,-1.59
405.46,-2.45,-20.41,-4.05,-1.47,-1.59
405.46,-2.44,-20.41,-4.05,-1.48,-1.61
405.46,-2.40,-20.41,-4.05,-1.51,-1.65
405.46,-2.35,-20.41,-4.05,-1.54,-1.70
405.46,-2.30,-20.41,-4.05,-1.58,-1.75
405.46,-2.25,-20.41,-4.05,-1.62,-1.80
405.46,-2.20,-20.41,-4.05,-1.66,-1.84
405.46,-2.16,-20.41,-4.05,-1.69,-1.89
405.46,-2.11,-20.41,-4.05,-1.72,-1.93
405.46,-2.07,-20.41,-4.05,-1.74,-1.98
405.46,-2.02,-20.41,-4.05,-1.76,-2.03
405.46,-1.97,-20.41,-4.05,-1.78,-2.08
405.46,-1.93,-20.41,-4.05,-1.81,-2.12
405.46,-1.90,-20.41,-4.05,-1.85,-2.14
405.46,-1.88,-20.41,-4.05,-1.87,-2.17
405.46,-1.86,-20.41,-4.05,-1.89,-2.19
405.46,-1.83,-20.41,-4.05,-1.91,-2.22
405.46,-1.80,-20.41,-4.05,-1.91,-2.24
405.46,-1.78,-20.41,-4.05,-1.92,-2.26
405.46,-1.77,-20.41,-4.05,-1.93,-2.27
405.46,-1.76,-20.41,-4.05,-1.95,-2.29
405.46,-1.74,-20.41,-4.05,-1.99,-2.31
405.46,-1.71,-20.41,-4.05,-2.03,-2.34
405.46,-1.68,-20.41,-4.05,-2.07,-2.37
405.46,-1.64,-20.41,-4.05,-2.12,-2.41
405.46,-1.61,-20.41,-4.05,-2.16,-2.44
405.46,-1.58,-20.41,-4.05,-2.19,-2.47
405.46,-1.55,-20.41,-4.05,-2.20,-2.49
405.46,-1.54,-20.41,-4.05,-2.21,-2.51
405.46,-1.52,-20.41,-4.05,-2.22,-2.52
405.46,-1.51,-20.41,-4.05,-2.22,-2.53
405.46,-1.50,-20.41,-4.05,-2.22,-2.55
405.46,-1.49,-20.41,-4.05,-2.23,-2.55
405.46,-1.49,-20.41,-4.05,-2.23,-2.55
405.46,-1.50,-20.41,-4.05,-2.22,-2.55
405.46,-1.50,-20.41,-4.05,-2.20,-2.55
405.46,-1.50,-20.41,-4.05,-2.18,-2.55
405.46,-1.51,-20.41,-4.05,-2.15,-2.53
405.46,-1.54,-20.41,-4.05,-2.13,-2.51
405.46,-1.57,-20.41,-4.05,-2.12,-2.48
405.46,-1.59,-20.41,-4.05,-2.11,-2.45
405.46,-1.62,-20.41,-4.05,-2.11,-2.43
405.46,-1.63,-20.41,-4.05,-2.13,-2.42
405.46,-1.63,-20.41,-4.05,-2.16,-2.42
405.46,-1.61,-20.41,-4.05,-2.20,-2.43
405.46,-1.58,-20.41,-4.05,-2.25,-2.46
405.46,-1.55,-20.41,-4.05,-2.30,-2.50
405.46,-1.51,-20.41,-4.05,-2.36,-2.53
405.46,-1.47,-20.41,-4.05,-2.42,-2.58
405.46,-1.43,-20.41,-4.05,-2.47,-2.62
405.46,-1.39,-20.41,-4.05,-2.51,-2.65
405.46,-1.38,-20.41,-4.05,-2.55,-2.67
405.46,-1.37,-20.41,-4.05,-2.57,-2.68
405.46,-1.36,-20.41,-4.05,-2.59,-2.69
405.46,-1.35,-20.41,-4.05,-2.61,-2.69
405.46,-1.34,-20.41,-4.05,-2.62,-2.71
405.46,-1.33,-20.41,-4.05,-2.62,-2.72
405.46,-1.33,-20.41,-4.05,-2.63,-2.72
405.46,-1.34,-20.41,-4.05,-2.62,-2.71
405.46,-1.36,-20.41,-4.05,-2.62,-2.69
405.46,-1.38,-20.41,-4.05,-2.61,-2.67
405.46,-1.40,-20.41,-4.05,-2.62,-2.65
405.46,-1.40,-20.41,-4.05,-2.63,-2.65
405.46,-1.39,-20.41,-4.05,-2.65,-2.65
405.46,-1.39,-20.41,-4.05,-2.66,-2.65
405.46,-1.41,-20.41,-4.05,-2.66,-2.64
405.46,-1.44,-20.41,-4.05,-2.67,-2.60
405.46,-1.48,-20.41,-4.05,-2.67,-2.57
405.46,-1.50,-20.41,-4.05,-2.66,-2.54
405.46,-1.50,-20.41,-4.05,-2.65,-2.54
405.46,-1.48,-20.41,-4.05,-2.65,-2.56
405.46,-1.47,-20.41,-4.05,-2.65,-2.58
405.46,-1.45,-20.41,-4.05,-2.67,-2.60
405.46,-1.44,-20.41,-4.05,-2.69,-2.61
405.46,-1.43,-20.41,-4.05,-2.71,-2.62
405.46,-1.41,-20.41,-4.05,-2.73,-2.63
405.46,-1.40,-20.41,-4.05,-2.75,-2.65
405.46,-1.40,-20.41,-4.05,-2.76,-2.65
405.46,-1.40,-20.41,-4.05,-2.77,-2.64
405.46,-1.41,-20.41,-4.05,-2.77,-2.64
405.46,-1.40,-20.41,-4.05,-2.78,-2.64
405.46,-1.39,-20.41,-4.05,-2.78,-2.66
405.46,-1.37,-20.41,-4.05,-2.79,-2.67
405.46,-1.35,-20.41,-4.05,-2.80,-2.69
405.46,-1.33,-20.41,-4.05,-2.81,-2.71
405.46,-1.31,-20.41,-4.05,-2.83,-2.74
405.46,-1.29,-20.41,-4.05,-2.85,-2.76
405.46,-1.27,-20.41,-4.05,-2.87,-2.77
405.46,-1.26,-20.41,-4.05,-2.88,-2.78
405.46,-1.26,-20.41,-4.05,-2.89,-2.78
405.46,-1.26,-20.41,-4.05,-2.90,-2.79
405.46,-1.25,-20.41,-4.05,-2.92,-2.79
405.46,-1.24,-20.41,-4.05,-2.93,-2.81
405.46,-1.22,-20.41,-4.05,-2.94,-2.82
405.46,-1.21,-20.41,-4.05,-2.96,-2.84
405.46,-1.20,-20.41,-4.05,-2.98,-2.85
405.46,-1.18,-20.41,-4.05,-2.99,-2.86
405.46,-1.18,-20.41,-4.05,-3.00,-2.86
405.46,-1.19,-20.41,-4.05,-3.01,-2.85
405.46,-1.21,-20.41,-4.05,-3.02,-2.84
405.46,-1.21,-20.41,-4.05,-3.04,-2.84
405.46,-1.19,-20.41,-4.05,-3.05,-2.85
405.46,-1.17,-20.41,-4.05,-3.07,-2.87
405.46,-1.16,-20.41,-4.05,-3.07,-2.88
405.46,-1.16,-20.41,-4.05,-3.08,-2.89
405.46,-1.17,-20.41,-4.05,-3.08,-2.88
405.46,-1.17,-20.41,-4.05,-3.09,-2.88
405.46,-1.16,-20.41,-4.05,-3.09,-2.88
405.46,-1.15,-20.41,-4.05,-3.10,-2.89
405.46,-1.15,-20.41,-4.05,-3.11,-2.90
405.46,-1.14,-20.41,-4.05,-3.12,-2.91
405.46,-1.13,-20.41,-4.05,-3.13,-2.92
405.46,-1.12,-20.41,-4.05,-3.13,-2.93
405.46,-1.10,-20.41,-4.05,-3.14,-2.94
405.46,-1.09,-20.41,-4.05,-3.14,-2.95
405.46,-1.09,-20.41,-4.05,-3.15,-2.96
405.46,-1.09,-20.41,-4.05,-3.16,-2.95
405.46,-1.10,-20.41,-4.05,-3.18,-2.95
405.46,-1.10,-20.41,-4.05,-3.21,-2.94
405.46,-1.09,-20.41,-4.05,-3.22,-2.95
405.46,-1.07,-20.41,-4.05,-3.21,-2.98
405.46,-1.02,-20.41,-4.05,-3.20,-3.02
405.46,-0.99,-20.41,-4.05,-3.19,-3.06
405.46,-0.99,-20.41,-4.05,-3.18,-3.05
405.46,-1.04,-20.41,-4.05,-3.16,-3.01
405.46,-1.08,-20.41,-4.05,-3.14,-2.97
405.46,-1.10,-20.41,-4.05,-3.13,-2.95
405.46,-1.10,-20.41,-4.05,-3.13,-2.95
405.46,-1.10,-20.41,-4.05,-3.14,-2.95
405.46,-1.12,-20.41,-4.05,-3.16,-2.93
405.46,-1.13,-20.41,-4.05,-3.19,-2.91
405.46,-1.14,-20.41,-4.05,-3.21,-2.91
405.46,-1.13,-20.41,-4.05,-3.22,-2.92
405.46,-1.11,-20.41,-4.05,-3.21,-2.93
405.46,-1.10,-20.41,-4.05,-3.19,-2.95
405.46,-1.10,-20.41,-4.05,-3.17,-2.94
405.46,-1.12,-20.41,-4.05,-3.14,-2.92
405.46,-1.15,-20.41,-4.05,-3.12,-2.90
405.46,-1.18,-20.41,-4.05,-3.11,-2.87
405.46,-1.21,-20.41,-4.05,-3.11,-2.83
405.46,-1.23,-20.41,-4.05,-3.10,-2.81
405.46,-1.24,-20.41,-4.05,-3.10,-2.81
405.46,-1.24,-20.41,-4.05,-3.09,-2.81
405.46,-1.24,-20.41,-4.05,-3.08,-2.80
405.46,-1.25,-20.41,-4.05,-3.07,-2.80
405.46,-1.26,-20.41,-4.05,-3.06,-2.79
405.46,-1.26,-20.41,-4.05,-3.06,-2.78
405.46,-1.26,-20.41,-4.05,-3.06,-2.79
405.46,-1.25,-20.41,-4.05,-3.07,-2.80
405.46,-1.24,-20.41,-4.05,-3.08,-2.81
405.46,-1.23,-20.41,-4.05,-3.09,-2.82
405.46,-1.22,-20.41,-4.05,-3.09,-2.82
405.46,-1.23,-20.41,-4.05,-3.10,-2.82
405.46,-1.24,-20.41,-4.05,-3.11,-2.81
405.46,-1.24,-20.41,-4.05,-3.12,-2.80
405.46,-1.24,-20.41,-4.05,-3.13,-2.81
405.46,-1.23,-20.41,-4.05,-3.14,-2.81
405.46,-1.22,-20.41,-4.05,-3.15,-2.82
405.46,-1.22,-20.41,-4.05,-3.15,-2.83
405.46,-1.22,-20.41,-4.05,-3.15,-2.83
405.46,-1.22,-20.41,-4.05,-3.14,-2.83
405.46,-1.22,-20.41,-4.05,-3.13,-2.83
405.46,-1.22,-20.41,-4.05,-3.12,-2.83
405.46,-1.21,-20.41,-4.05,-3.12,-2.83
405.46,-1.22,-20.41,-4.05,-3.12,-2.83
405.46,-1.23,-20.41,-4.05,-3.12,-2.81
405.46,-1.26,-20.41,-4.05,-3.12,-2.79
405.46,-1.27,-20.41,-4.05,-3.12,-2.77
405.46,-1.27,-20.41,-4.05,-3.13,-2.78
405.46,-1.26,-20.41,-4.05,-3.13,-2.79
405.46,-1.25,-20.41,-4.05,-3.13,-2.80
405.46,-1.24,-20.41,-4.05,-3.13,-2.81
405.46,-1.23,-20.41,-4.05,-3.13,-2.82
405.46,-1.23,-20.41,-4.05,-3.13,-2.82
405.46,-1.23,-20.41,-4.05,-3.12,-2.82
405.46,-1.22,-20.41,-4.05,-3.12,-2.82
405.46,-1.22,-20.41,-4.05,-3.13,-2.82
405.46,-1.23,-20.41,-4.05,-3.14,-2.82
405.46,-1.22,-20.41,-4.05,-3.15,-2.82
405.46,-1.22,-20.41,-4.05,-3.17,-2.83
405.46,-1.21,-20.41,-4.05,-3.19,-2.83
405.46,-1.21,-20.41,-4.05,-3.20,-2.83
405.46,-1.21,-20.41,-4.05,-3.21,-2.83
405.46,-1.22,-20.41,-4.05,-3.21,-2.83
405.46,-1.22,-20.41,-4.05,-3.20,-2.82
405.46,-1.23,-20.41,-4.05,-3.18,-2.82
405.46,-1.24,-20.41,-4.05,-3.15,-2.81
405.46,-1.25,-20.41,-4.05,-3.12,-2.80
405.46,-1.25,-20.41,-4.05,-3.07,-2.79
405.46,-1.25,-20.41,-4.05,-3.03,-2.79
405.46,-1.25,-20.41,-4.05,-3.00,-2.80
405.46,-1.24,-20.41,-4.05,-2.98,-2.81
405.46,-1.22,-20.41,-4.05,-2.97,-2.82
405.46,-1.21,-20.41,-4.05,-2.97,-2.84
405.46,-1.19,-20.41,-4.05,-2.98,-2.86
405.46,-1.17,-20.41,-4.05,-2.99,-2.88
405.46,-1.15,-20.41,-4.05,-3.02,-2.90
405.46,-1.13,-20.41,-4.05,-3.04,-2.92
405.46,-1.11,-20.41,-4.05,-3.07,-2.94
405.46,-1.10,-20.41,-4.05,-3.09,-2.95
405.46,-1.09,-20.41,-4.05,-3.10,-2.96
405.46,-1.09,-20.41,-4.05,-3.11,-2.96
405.46,-1.10,-20.41,-4.05,-3.11,-2.95
405.46,-1.11,-20.41,-4.05,-3.10,-2.94
405.46,-1.12,-20.41,-4.05,-3.09,-2.92
405.46,-1.14,-20.41,-4.05,-3.07,-2.90
405.46,-1.17,-20.41,-4.05,-3.06,-2.88
405.46,-1.19,-20.41,-4.05,-3.04,-2.86
405.46,-1.19,-20.41,-4.05,-3.02,-2.85
405.46,-1.20,-20.41,-4.05,-3.01,-2.85
405.46,-1.20,-20.41,-4.05,-3.00,-2.85
405.46,-1.19,-20.41,-4.05,-3.00,-2.86
405.46,-1.17,-20.41,-4.05,-3.01,-2.87
405.46,-1.15,-20.41,-4.05,-3.02,-2.90
405.46,-1.12,-20.41,-4.05,-3.03,-2.92
405.46,-1.09,-20.41,-4.05,-3.05,-2.95
405.46,-1.06,-20.41,-4.05,-3.07,-2.98
405.46,-1.04,-20.41,-4.05,-3.08,-3.00
405.46,-1.02,-20.41,-4.05,-3.09,-3.02
405.46,-1.01,-20.41,-4.05,-3.10,-3.03
405.46,-1.01,-20.41,-4.05,-3.10,-3.03
405.46,-1.02,-20.41,-4.05,-3.09,-3.03
405.46,-1.03,-20.41,-4.05,-3.08,-3.01
405.46,-1.05,-20.41,-4.05,-3.07,-3.00
405.46,-1.06,-20.41,-4.05,-3.06,-2.98
405.46,-1.08,-20.41,-4.05,-3.05,-2.96
405.46,-1.09,-20.41,-4.05,-3.04,-2.95
405.46,-1.11,-20.41,-4.05,-3.03,-2.94
405.46,-1.11,-20.41,-4.05,-3.02,-2.93
405.46,-1.12,-20.41,-4.05,-3.02,-2.93
405.46,-1.11,-20.41,-4.05,-3.01,-2.93
405.46,-1.11,-20.41,-4.05,-3.01,-2.94
405.46,-1.10,-20.41,-4.05,-3.01,-2.94
405.46,-1.09,-20.41,-4.05,-3.01,-2.95
405.46,-1.08,-20.41,-4.05,-3.01,-2.96
405.46,-1.07,-20.41,-4.05,-3.01,-2.97
405.46,-1.06,-20.41,-4.05,-3.01,-2.98
405.46,-1.06,-20.41,-4.05,-3.01,-2.99
405.46,-1.06,-20.41,-4.05,-3.01,-2.99
405.46,-1.06,-20.41,-4.05,-3.00,-2.98
405.46,-1.07,-20.41,-4.05,-2.99,-2.98
405.46,-1.08,-20.41,-4.05,-2.97,-2.97
405.46,-1.09,-20.41,-4.05,-2.96,-2.95
405.46,-1.10,-20.41,-4.05,-2.95,-2.95
405.46,-1.11,-20.41,-4.05,-2.94,-2.93
405.46,-1.12,-20.41,-4.05,-2.93,-2.92
405.46,-1.13,-20.41,-4.05,-2.92,-2.92
405.46,-1.13,-20.41,-4.05,-2.91,-2.91
405.46,-1.14,-20.41,-4.05,-2.90,-2.91
405.46,-1.13,-20.41,-4.05,-2.89,-2.91
405.46,-1.12,-20.41,-4.05,-2.88,-2.93
405.46,-1.10,-20.41,-4.05,-2.88,-2.94
405.46,-1.08,-20.41,-4.05,-2.89,-2.96
405.46,-1.06,-20.41,-4.05,-2.90,-2.99
405.46,-1.03,-20.41,-4.05,-2.92,-3.01
405.46,-1.02,-20.41,-4.05,-2.94,-3.02
405.46,-1.02,-20.41,-4.05,-2.96,-3.03
405.46,-1.02,-20.41,-4.05,-2.98,-3.02
405.46,-1.04,-20.41,-4.05,-3.00,-3.01
405.46,-1.05,-20.41,-4.05,-3.01,-3.00
405.46,-1.05,-20.41,-4.05,-3.02,-2.99
405.46,-1.05,-20.41,-4.05,-3.02,-2.99
405.46,-1.04,-20.41,-4.05,-3.01,-3.00
405.46,-1.01,-20.41,-4.05,-3.00,-3.03
405.46,-0.98,-20.41,-4.05,-2.99,-3.07
405.46,-0.94,-20.41,-4.05,-2.98,-3.10
405.46,-0.91,-20.41,-4.05,-2.98,-3.14
405.46,-0.87,-20.41,-4.05,-2.98,-3.18
405.46,-0.83,-20.41,-4.05,-2.99,-3.22
405.46,-0.78,-20.41,-4.05,-3.01,-3.26
405.46,-0.73,-20.41,-4.05,-3.04,-3.31
405.46,-0.68,-20.41,-4.05,-3.08,-3.37
405.46,-0.63,-20.41,-4.05,-3.12,-3.42
405.46,-0.59,-20.41,-4.05,-3.15,-3.46
405.46,-0.55,-20.41,-4.05,-3.17,-3.49
